name,born,position,debut,stats
Massimo Trippitelli,"
October 27, 1960, L'Aquila, AQ
   ", Lock,"Poland v Italy at Sochacewz, Sep 30, 1979 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '6', 'Lost': '3', 'Draw': '0', '%': '66.66'}"
Claudio Torresan,"
May 22, 1960, San Dona di Piave, VE
   ", Fullback,"France XV v Italy at Clermont-Ferrand, Feb 17, 1980 ","{'Mat': '21', 'Start': '17', 'Sub': '4', 'Pts': '21', 'Tries': '0', 'Conv': '3', 'Pens': '3', 'Drop': '2', 'Won': '9', 'Lost': '11', 'Draw': '1', '%': '45.23'}"
Stefano Annibal,"
April 1, 1961, Treviso, TV
   ", Lock,"Fiji v Italy at Suva, Jun 14, 1980 ","{'Mat': '23', 'Start': '23', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '9', 'Draw': '1', '%': '58.69'}"
Fabrizio Sintich,"
February 9, 1961, Nairobi
   ", Flanker,"Fiji v Italy at Suva, Jun 14, 1980 ","{'Mat': '6', 'Start': '4', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '4', 'Draw': '0', '%': '33.33'}"
Claudio Tinari,"
April 1, 1960, Roma, RM
   ", No. 8,"Junior All Blacks v Italy at Auckland, Jul 5, 1980 ","{'Mat': '19', 'Start': '18', 'Sub': '1', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '10', 'Lost': '8', 'Draw': '1', '%': '55.26'}"
Renato de Bernardo,"
February 5, 1960, Domegge di Cadre, BL
   ", Prop,"Italy v Soviet Union at Rovigo, Nov 2, 1980 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '10', 'Lost': '13', 'Draw': '1', '%': '43.75'}"
Mario Pavin,"
July 18, 1958, Treviso, TV
   ", Flanker,"Italy v Soviet Union at Rovigo, Nov 2, 1980 ","{'Mat': '8', 'Start': '7', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '5', 'Draw': '1', '%': '31.25'}"
Fabio Gaetaniello,"
August 23, 1958, Livorno, LI
   ", Centre,"Spain v Italy at Madrid, Dec 21, 1980 ","{'Mat': '30', 'Start': '28', 'Sub': '2', 'Pts': '20', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '15', 'Lost': '14', 'Draw': '1', '%': '51.66'}"
Alberto Osti,"
November 10, 1956, Rovigo, RO
   ", Wing,"Italy v France XV at Rovigo, Mar 8, 1981 ","{'Mat': '14', 'Start': '14', 'Sub': '0', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '5', 'Lost': '8', 'Draw': '1', '%': '39.28'}"
Gianni Zanon,"
March 3, 1960, Treviso, TV
   ", Flanker,"Italy v France XV at Rovigo, Mar 8, 1981 ","{'Mat': '45', 'Start': '43', 'Sub': '2', 'Pts': '36', 'Tries': '9', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '22', 'Lost': '21', 'Draw': '2', '%': '51.11'}"
Mauro Gardin,"
March 27, 1961, Padova, PD
   ", Lock,"Soviet Union v Italy at Moscow, Oct 25, 1981 ","{'Mat': '25', 'Start': '25', 'Sub': '0', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '12', 'Lost': '11', 'Draw': '2', '%': '52.00'}"
Claudio Jannone,"
May 30, 1957, Treviso, TV
   ", Flanker,"Soviet Union v Italy at Moscow, Oct 25, 1981 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '1', '%': '50.00'}"
Guido Rossi,"
April 28, 1959, Treviso, TV
   ", Prop,"Soviet Union v Italy at Moscow, Oct 25, 1981 ","{'Mat': '45', 'Start': '43', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '17', 'Lost': '25', 'Draw': '3', '%': '41.11'}"
Alessandro Ghini,"
May 4, 1961, Parma, PR
   ", Scrum-half,"Soviet Union v Italy at Moscow, Oct 25, 1981 ","{'Mat': '26', 'Start': '24', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '12', 'Lost': '12', 'Draw': '2', '%': '50.00'}"
Andrea Azzali,"
September 16, 1958, Parma, PR
   ", Wing,"Italy v West Germany at Rovigo, Nov 29, 1981 ","{'Mat': '16', 'Start': '15', 'Sub': '1', 'Pts': '20', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '9', 'Lost': '6', 'Draw': '1', '%': '59.37'}"
Marzio Innocenti,"
September 4, 1958, Livorno, LI
   ", Flanker,"Italy v West Germany at Rovigo, Nov 29, 1981 ","{'Mat': '42', 'Start': '41', 'Sub': '1', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '19', 'Lost': '21', 'Draw': '2', '%': '47.61'}"
Giancarlo Morelli,"
January 3, 1959, L'Aquila, AQ
   ", Centre,"Italy v West Germany at Rovigo, Nov 29, 1981 ","{'Mat': '6', 'Start': '5', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '4', 'Lost': '2', 'Draw': '0', '%': '66.66'}"
Claudio Colusso,"
May 17, 1960, Treviso, TV
   ", Centre,"France XV v Italy at Carcassonne, Feb 21, 1982 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Mario Nicolosi,"
June 18, 1957, Aci Sant'Antonio, CT
   ", Lock,"Italy v Romania at Rovigo, Apr 11, 1982 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Alessandro Fusco,"
February 16, 1962, Napoli, NA
   ", Scrum-half,"Italy v England Under-23s at Padova, May 22, 1982 ","{'Mat': '5', 'Start': '3', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '4', 'Lost': '1', 'Draw': '0', '%': '80.00'}"
Stefano Romagnoli,"
February 5, 1955, Bologna, BO
   ", Prop,"Morocco v Italy at Casablanca, Dec 19, 1982 ","{'Mat': '15', 'Start': '13', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '4', 'Draw': '0', '%': '73.33'}"
Antonio Colella,"
September 4, 1961, Roma, RM
   ", Lock,"Romania v Italy at Buzau, Apr 10, 1983 ","{'Mat': '41', 'Start': '41', 'Sub': '0', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '19', 'Lost': '21', 'Draw': '1', '%': '47.56'}"
Luigi de Joanni,"
July 5, 1961, Benevento, BN
   ", Centre,"Canada v Italy at Burnaby Lake, Jun 25, 1983 ","{'Mat': '21', 'Start': '18', 'Sub': '3', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '9', 'Lost': '12', 'Draw': '0', '%': '42.85'}"
Edgardo Venturi,"
July 27, 1962, Pieve di Centro, BO
   ", Wing,"Canada v Italy at Toronto, Jul 1, 1983 ","{'Mat': '28', 'Start': '26', 'Sub': '2', 'Pts': '46', 'Tries': '11', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '15', 'Lost': '13', 'Draw': '0', '%': '53.57'}"
Luca Pelliccione,"
May 8, 1961, Orthez
   ", Flanker,"Italy v Spain at Casablanca, Sep 7, 1983 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '1', 'Draw': '0', '%': '66.66'}"
Mario Fumei,"
May 18, 1963, San Dona di Piave, VE
   ", No. 8,"France XV v Italy at Chalon-sur-Saone, Feb 19, 1984 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Giovanni Petralia,"
March 19, 1962, Catania, CT
   ", Lock,"France XV v Italy at Chalon-sur-Saone, Feb 19, 1984 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Mariano Crescenzo,"
October 27, 1961, Paganica, AQ
   ", Scrum-half,"Italy v Romania at L'Aquila, Apr 22, 1984 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Mauro Quaglio,"
March 8, 1959, Rovigo, RO
   ", Prop,"Tunisia v Italy at Monastir, Oct 20, 1984 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Raffaele Dolfato,"
October 28, 1962, Treviso, TV
   ", Flanker,"Italy v France XV at Treviso, Mar 3, 1985 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '6', 'Draw': '0', '%': '33.33'}"
Roberto Corvo,"
April 28, 1962, Roma, RM
   ", No. 8,"Italy v France XV at Treviso, Mar 3, 1985 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '1', 'Draw': '0', '%': '66.66'}"
Franco Berni,"
January 9, 1965, Alessandria, AL
   ", Lock,"Romania v Italy at Brasov, Apr 14, 1985 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '6', 'Draw': '1', '%': '35.00'}"
Stefano Barba,"
January 10, 1964, Roma, RM
   ", Centre,"Romania v Italy at Brasov, Apr 14, 1985 ","{'Mat': '35', 'Start': '34', 'Sub': '1', 'Pts': '30', 'Tries': '7', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '17', 'Lost': '17', 'Draw': '1', '%': '50.00'}"
Antonio Galeazzo,"
February 15, 1959, Padova, PD
   ", Hooker,"Italy v Spain at Mantova, May 18, 1985 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '3', 'Draw': '0', '%': '40.00'}"
Filipo Vittadello,"
May 25, 1963, Padova, PD
   ", Fullback,"Italy v Spain at Mantova, May 18, 1985 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Francesco Salvadego,"
July 21, 1963, Padova, PD
   ", Flanker,"Zimbabwe v Italy at Bulawayo, Jun 22, 1985 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Daniele Tebaldi,"
April 24, 1961, Parma, PR
   ", Fullback,"Zimbabwe v Italy at Bulawayo, Jun 22, 1985 ","{'Mat': '15', 'Start': '13', 'Sub': '2', 'Pts': '7', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'Won': '5', 'Lost': '10', 'Draw': '0', '%': '33.33'}"
Stefano Boccazzi,"
May 26, 1966, Viadana, MN
   ", Scrum-half,"Zimbabwe v Italy at Bulawayo, Jun 22, 1985 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '0', '%': '50.00'}"
Sergio Appiani,"
July 25, 1963, Calvisano, BS
   ", Flanker,"Italy v Romania at L'Aquila, Dec 7, 1985 ","{'Mat': '4', 'Start': '2', 'Sub': '2', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '2', 'Draw': '0', '%': '50.00'}"
Luigi Troiani,"
February 25, 1964, Afragola, NA
   ", Fullback,"Italy v Romania at L'Aquila, Dec 7, 1985 ","{'Mat': '47', 'Start': '47', 'Sub': '0', 'Pts': '294', 'Tries': '2', 'Conv': '57', 'Pens': '57', 'Drop': '0', 'Won': '23', 'Lost': '24', 'Draw': '0', '%': '48.93'}"
Sergio Zorzi,"
April 21, 1964, Treviso, TV
   ", Centre,"Italy v Romania at L'Aquila, Dec 7, 1985 ","{'Mat': '7', 'Start': '5', 'Sub': '2', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '3', 'Lost': '4', 'Draw': '0', '%': '42.85'}"
Alvise Russo,"
August 9, 1961, Treviso, TV
   ", No. 8,"Italy v England XV at Rome, May 10, 1986 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '0', 'Draw': '1', '%': '50.00'}"
Marcello Cuttitta,"
September 2, 1966, Latina, LT
   ", Wing,"Portugal v Italy at Lisbon, Jan 18, 1987 ","{'Mat': '54', 'Start': '54', 'Sub': '0', 'Pts': '110', 'Tries': '25', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '25', 'Lost': '28', 'Draw': '1', '%': '47.22'}"
Piergianni Farina,"
June 8, 1959, Bassano del Grappa, V
   ", Flanker,"Italy v France XV at Padova, Feb 22, 1987 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Tito Lupini,"
November 12, 1955, Johannesburg
   ", Prop,"Romania v Italy at Constanta, Apr 12, 1987 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '9', 'Draw': '0', '%': '18.18'}"
Rodolfo Ambrosio,"
December 27, 1961, Cordoba
   ", Centre,"New Zealand v Italy at Auckland, May 22, 1987 ","{'Mat': '12', 'Start': '11', 'Sub': '1', 'Pts': '13', 'Tries': '1', 'Conv': '0', 'Pens': '3', 'Drop': '0', 'Won': '3', 'Lost': '9', 'Draw': '0', '%': '25.00'}"
Francesco Pietrosanti,"
June 21, 1963, L'Aquila, AQ
   ", Scrum-half,"Soviet Union v Italy at Kishinev, Nov 7, 1987 ","{'Mat': '25', 'Start': '23', 'Sub': '2', 'Pts': '20', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '12', 'Lost': '13', 'Draw': '0', '%': '48.00'}"
Pietro Reale,"
August 11, 1963, Rovigo, RO
   ", Flanker,"Soviet Union v Italy at Kishinev, Nov 7, 1987 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '2', 'Lost': '5', 'Draw': '0', '%': '28.57'}"
Luigi Salvati,"
March 5, 1964, Roma, RM
   ", Wing,"Soviet Union v Italy at Kishinev, Nov 7, 1987 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '3', 'Draw': '0', '%': '0.00'}"
Carlo de Biase,"
December 15, 1967, Roma, RM
   ", Wing,"Spain v Italy at Barcelona, Dec 5, 1987 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '2', 'Draw': '0', '%': '33.33'}"
Massimo Bonomi,"
June 22, 1967, Brescia, BS
   ", Centre,"France XV v Italy at Monte Carlo, Feb 7, 1988 ","{'Mat': '34', 'Start': '30', 'Sub': '4', 'Pts': '93', 'Tries': '6', 'Conv': '5', 'Pens': '13', 'Drop': '5', 'Won': '16', 'Lost': '18', 'Draw': '0', '%': '47.05'}"
Corrado Covi,"
October 3, 1964, Belluno, BL
   ", No. 8,"France XV v Italy at Monte Carlo, Feb 7, 1988 ","{'Mat': '19', 'Start': '18', 'Sub': '1', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '4', 'Lost': '15', 'Draw': '0', '%': '21.05'}"
Roberto Favaro,"
February 9, 1965, Venezia, VE
   ", Lock,"France XV v Italy at Monte Carlo, Feb 7, 1988 ","{'Mat': '42', 'Start': '41', 'Sub': '1', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '18', 'Lost': '24', 'Draw': '0', '%': '42.85'}"
Moreno Trevisiol,"
April 29, 1963, Treviso, TV
   ", Hooker,"France XV v Italy at Monte Carlo, Feb 7, 1988 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '8', 'Draw': '0', '%': '0.00'}"
Carlo Pratichetti,"
September 20, 1963, Roma, RM
   ", Hooker,"Italy v Romania at Milan, Apr 2, 1988 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '1', 'Draw': '0', '%': '50.00'}"
Roberto Saetti,"
November 27, 1967, Padova, PD
   ", Flanker,"Italy v Soviet Union at Treviso, Nov 5, 1988 ","{'Mat': '19', 'Start': '16', 'Sub': '3', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '9', 'Lost': '10', 'Draw': '0', '%': '47.36'}"
Massimo Brunello,"
June 18, 1967, Arqua Polesine, RO
   ", Wing,"Ireland v Italy at Lansdowne Road, Dec 31, 1988 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'Won': '5', 'Lost': '3', 'Draw': '0', '%': '62.50'}"
Giulio Morelli,"
March 6, 1963, L'Aquila, AQ
   ", Centre,"Ireland v Italy at Lansdowne Road, Dec 31, 1988 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '3', 'Draw': '0', '%': '0.00'}"
Vittorio Pesce,"
August 24, 1965, Treviso, TV
   ", No. 8,"Ireland v Italy at Lansdowne Road, Dec 31, 1988 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '2', 'Draw': '0', '%': '0.00'}"
Luigi Capitani,"
November 30, 1965, Parma, PR
   ", Fly-half,"Italy v France XV at Brescia, Feb 19, 1989 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '13', 'Tries': '1', 'Conv': '0', 'Pens': '3', 'Drop': '0', 'Won': '2', 'Lost': '4', 'Draw': '0', '%': '33.33'}"
Giovanni Grespan,"
January 21, 1967, Treviso, TV
   ", Prop,"Italy v France XV at Brescia, Feb 19, 1989 ","{'Mat': '20', 'Start': '16', 'Sub': '4', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '12', 'Lost': '8', 'Draw': '0', '%': '60.00'}"
Enrico Ceselin,"
December 12, 1963, Treviso, TV
   ", Wing,"Italy v France XV at Brescia, Feb 19, 1989 ","{'Mat': '2', 'Start': '1', 'Sub': '1', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '2', 'Draw': '0', '%': '0.00'}"
Guido Porcellato,"
May 12, 1963, Treviso, TV
   ", Flanker,"Romania v Italy at Bucharest, Apr 15, 1989 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Alessandro Caranci,"
December 2, 1967, Roma, RM
   ", Fly-half,"Romania v Italy at Bucharest, Apr 15, 1989 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '0', 'Lost': '1', 'Draw': '0', '%': '0.00'}"
Massimo Bimbati,"
January 22, 1961, Rovigo, RO
   ", Wing,"Italy v Zimbabwe at Treviso, Sep 30, 1989 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Mose de Stefani,"
April 29, 1967, Rovigo, RO
   ", Hooker,"Italy v Zimbabwe at Treviso, Sep 30, 1989 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Pierpaolo Pedroni,"
May 20, 1964, Cremona, CR
   "," Lock, No. 8","Italy v Zimbabwe at Treviso, Sep 30, 1989 ","{'Mat': '25', 'Start': '24', 'Sub': '1', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '11', 'Lost': '14', 'Draw': '0', '%': '44.00'}"
Massimo Giovanelli,"
March 1, 1967, Parma, PR
   ", Flanker,"Italy v Zimbabwe at Treviso, Sep 30, 1989 ","{'Mat': '60', 'Start': '56', 'Sub': '4', 'Pts': '19', 'Tries': '4', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '27', 'Lost': '32', 'Draw': '1', '%': '45.83'}"
Massimo Cuttitta,"
September 2, 1966, Latina, LT
   ", Prop,"Italy v Poland at Naples, Apr 7, 1990 ","{'Mat': '69', 'Start': '66', 'Sub': '3', 'Pts': '29', 'Tries': '6', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '32', 'Lost': '36', 'Draw': '1', '%': '47.10'}"
Franco Properzi-Curti,"
November 4, 1965, Derha Dun
   ", Prop,"Italy v Poland at Naples, Apr 7, 1990 ","{'Mat': '54', 'Start': '49', 'Sub': '5', 'Pts': '15', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '21', 'Lost': '32', 'Draw': '1', '%': '39.81'}"
Mauro Tommasi,"
February 11, 1964, Brindisi, BR
   ", Centre,"Italy v Poland at Naples, Apr 7, 1990 ","{'Mat': '7', 'Start': '3', 'Sub': '4', 'Pts': '10', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '5', 'Lost': '2', 'Draw': '0', '%': '71.42'}"
Umberto Casellato,"
April 7, 1969, Treviso, TV
   ", Scrum-half,"Italy v Spain at Rovigo, Sep 30, 1990 ","{'Mat': '10', 'Start': '8', 'Sub': '2', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '8', 'Lost': '2', 'Draw': '0', '%': '80.00'}"
Carlo Checchinato,"
August 30, 1970, Adria, RO
   ", Lock,"Italy v Spain at Rovigo, Sep 30, 1990 ","{'Mat': '83', 'Start': '73', 'Sub': '10', 'Pts': '105', 'Tries': '21', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '31', 'Lost': '51', 'Draw': '1', '%': '37.95'}"
Giambattista Croci,"
July 28, 1965, Ascoli Piceno, AP
   ", Lock,"Italy v Spain at Rovigo, Sep 30, 1990 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '13', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '14', 'Lost': '9', 'Draw': '1', '%': '60.41'}"
Massimo Goti,"
August 23, 1963, Livorno, LI
   ", Hooker,"Italy v Netherlands at Treviso, Oct 3, 1990 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Stefano Bordon,"
February 2, 1968, Rovigo, RO
   ", Centre,"Italy v Romania at Padova, Oct 7, 1990 ","{'Mat': '29', 'Start': '26', 'Sub': '3', 'Pts': '5', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '13', 'Lost': '16', 'Draw': '0', '%': '44.82'}"
Ivan Francescato,"
February 10, 1967, Treviso, TV
   ", Centre,"Italy v Romania at Padova, Oct 7, 1990 ","{'Mat': '38', 'Start': '38', 'Sub': '0', 'Pts': '77', 'Tries': '16', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '16', 'Lost': '21', 'Draw': '1', '%': '43.42'}"
Antonio Piazza,"
November 21, 1964, Loncon, VE
   ", Prop,"Italy v Soviet Union at Rovigo, Nov 24, 1990 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '1', 'Lost': '0', 'Draw': '0', '%': '100.00'}"
Gustavo Milano,"
February 11, 1961, Rosario
   ", Lock,"France v Argentina at Toulouse, Nov 14, 1982 ","{'Mat': '33', 'Start': '32', 'Sub': '1', 'Pts': '24', 'Tries': '6', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '16', 'Lost': '15', 'Draw': '2', '%': '51.51'}"
Diego Dominguez,"
April 25, 1966, Cordoba
   ", Fly-half,"Argentina v Chile at Montevideo, Oct 10, 1989 ","{'Mat': '76', 'Start': '75', 'Sub': '1', 'Pts': '1010', 'Tries': '9', 'Conv': '133', 'Pens': '213', 'Drop': '20', 'Won': '29', 'Lost': '46', 'Draw': '1', '%': '38.81'}"
Paolo Vaccari,"
January 15, 1971, Calvisano, BS
   ", Centre,"Namibia v Italy at Windhoek, Jun 15, 1991 ","{'Mat': '64', 'Start': '63', 'Sub': '1', 'Pts': '107', 'Tries': '22', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'Won': '27', 'Lost': '36', 'Draw': '1', '%': '42.96'}"
