name,born,position,debut,stats
Roberto Martini,"
December 7, 1933, Pratovecchio, AR
   ", Fly-half,"France v Italy at Nantes, Mar 29, 1959 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '31', 'Tries': '0', 'Conv': '5', 'Pens': '5', 'Drop': '2', 'GfM': '0', 'Won': '5', 'Lost': '5', 'Draw': '0'}"
Zefferino Rossi,"
March 7, 1932, Casale, TV
   ", No. 8,"France v Italy at Nantes, Mar 29, 1959 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '4', 'Draw': '0'}"
Alfio Angioli,"
December 8, 1932, Palermo, PA
   ", Prop,"West Germany v Italy at Hanover, Apr 10, 1960 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '5', 'Draw': '0'}"
Gian Maria del Bono,"
March 22, 1937, Brescia, BS
   ", Wing,"West Germany v Italy at Hanover, Apr 10, 1960 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '6', 'Draw': '0'}"
Elio Fusco,"
June 17, 1933, Napoli, NA
   ", Scrum-half,"West Germany v Italy at Hanover, Apr 10, 1960 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '8', 'Draw': '0'}"
Basilio Rovelli,"
October 18, 1934, Cusio, BG
   ", Hooker,"West Germany v Italy at Hanover, Apr 10, 1960 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Franco Zani,"
October 24, 1938, Iseo, BS
   ", Lock,"West Germany v Italy at Hanover, Apr 10, 1960 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '7', 'Draw': '1'}"
Angelo Autore,"
May 14, 1936, Rocca di Cambio, AQ
   ", Fullback,"Italy v West Germany at Piacenza, Jan 15, 1961 ","{'Mat': '12', 'Start': '12', 'Sub': '0', 'Pts': '13', 'Tries': '1', 'Conv': '2', 'Pens': '2', 'Drop': '0', 'GfM': '0', 'Won': '8', 'Lost': '3', 'Draw': '1'}"
Erasmo Augeri,"
January 1, 1942, Napoli, NA
   ", Fly-half,"Italy v France at Brescia, Apr 22, 1962 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
Giorgio Troncon,"
August 11, 1941, Padova, PD
   ", Centre,"Italy v France at Brescia, Apr 22, 1962 ","{'Mat': '12', 'Start': '11', 'Sub': '1', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '6', 'Draw': '1'}"
Vittorio Ambron,"
December 14, 1940, Benevento, BN
   ", Wing,"West Germany v Italy at Berlin, May 27, 1962 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '42', 'Tries': '10', 'Conv': '0', 'Pens': '4', 'Drop': '0', 'GfM': '0', 'Won': '13', 'Lost': '9', 'Draw': '2'}"
Giorgio Ricciarelli,"
April 5, 1936, Milano, MI
   ", Lock,"West Germany v Italy at Berlin, May 27, 1962 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Marco Bollesan,"
July 7, 1941, Chioggia, VE
   ", No. 8,"France v Italy at Grenoble, Apr 14, 1963 ","{'Mat': '47', 'Start': '47', 'Sub': '0', 'Pts': '24', 'Tries': '7', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '19', 'Lost': '25', 'Draw': '3'}"
Giancarlo Degli Antoni,"
date unknown
   ", Flanker,"France v Italy at Grenoble, Apr 14, 1963 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '4', 'Draw': '1'}"
Franco Piccinini,"
May 7, 1938, Milano, MI
   ", Lock,"France v Italy at Grenoble, Apr 14, 1963 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Giuseppe Martini II,"
September 14, 1937, Pratovecchio, AR
   ", Centre,"France v Italy at Pau, Apr 18, 1965 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Ivo Mazzucchelli,"
April 24, 1943, Roma, RM
   ", Lock,"France v Italy at Pau, Apr 18, 1965 ","{'Mat': '20', 'Start': '20', 'Sub': '0', 'Pts': '8', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '7', 'Draw': '3'}"
Gianni Romagnoli,"
January 1, 1936, Roma, RM
   ", Prop,"France v Italy at Pau, Apr 18, 1965 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Carlo Salmaso,"
date unknown
   ", Wing,"France v Italy at Pau, Apr 18, 1965 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Domenico Armellin,"
December 11, 1936, Treviso, TV
   ", Prop,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '7', 'Lost': '1', 'Draw': '1'}"
Umberto Conforto II,"
October 9, 1940, Novara, NO
   ", Scrum-half,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '6', 'Draw': '1'}"
Ettore Giugovaz,"
December 7, 1939, Venezia, VE
   ", Fullback,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Franco Mazzantini,"
April 8, 1937, Collesalvetti, LI
   ", Prop,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Romano Sciacol,"
June 27, 1936, Livorno, LI
   ", Centre,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Francesco Soro II,"
October 12, 1942, Milano, MI
   ", Fly-half,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '1'}"
Eugenio Speziali,"
December 30, 1937, Roma, RM
   ", Lock,"Italy v Czechia at Livorno, Dec 8, 1965 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '2', 'Tries': '0', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Andrea d'Alberton,"
date unknown
   ", Centre,"Italy v France at Naples, Apr 9, 1966 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '1'}"
Oreste Vene',"
May 10, 1944, Parma, PR
   ", Hooker,"Italy v France at Naples, Apr 9, 1966 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Gastone Giani,"
July 21, 1942, Bologna, BO
   ", Centre,"West Germany v Italy at Berlin, Oct 30, 1966 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '1'}"
Luciano Modonesi,"
June 12, 1942, Brescia, BS
   ", Fullback,"West Germany v Italy at Berlin, Oct 30, 1966 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '5', 'Draw': '2'}"
Loreto Cucchiarelli,"
July 12, 1943, Borgorose, RI
   ", Flanker,"Italy v Romania at L'Aquila, Nov 6, 1966 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Carlo Prosperini,"
June 7, 1941, L'Aquila, AQ
   ", Prop,"Italy v Romania at L'Aquila, Nov 6, 1966 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Franco Gargiulo,"
October 4, 1941, Roma, RM
   ", Lock,"France v Italy at Toulon, Mar 26, 1967 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Adriano Agujari,"
date unknown
   ", Wing,"Italy v Portugal at Genova, May 7, 1967 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Luciano Bosciano,"
March 6, 1947, Napoli, NA
   ", Scrum-half,"Italy v Portugal at Genova, May 7, 1967 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Franco Cioni,"
November 1, 1943, Roma, RM
   ", Flanker,"Italy v Portugal at Genova, May 7, 1967 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '8', 'Lost': '2', 'Draw': '0'}"
Mauro Gatto,"
October 11, 1946, Roma, RM
   ", Centre,"Italy v Portugal at Genova, May 7, 1967 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Giampiero Ricci,"
May 1, 1947, L'Aquila, AQ
   ", Fly-half,"Italy v Portugal at Genova, May 7, 1967 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '4', 'Lost': '1', 'Draw': '0'}"
Uriele Silvestri,"
March 24, 1942, Roma, RM
   ", Hooker,"Italy v Portugal at Genova, May 7, 1967 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '1', 'Draw': '0'}"
Dalmazio Bertoli,"
date unknown
   ", Lock,"Romania v Italy at Bucharest, May 14, 1967 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Maurizio Bocconcelli,"
April 21, 1944, Roma, RM
   ", Prop,"Romania v Italy at Bucharest, May 14, 1967 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Mauro Mattei,"
September 20, 1942, Firenze, FI
   ", Wing,"Romania v Italy at Bucharest, May 14, 1967 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Roberto Cinelli,"
October 14, 1944, Sora, FR
   ", Flanker,"Portugal v Italy at Lisbon, May 12, 1968 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Massimo Gini,"
February 2, 1943, Roma, RM
   ", Prop,"Portugal v Italy at Lisbon, May 12, 1968 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '6', 'Draw': '1'}"
Giuseppe Giorgio,"
date unknown
   ", No. 8,"Portugal v Italy at Lisbon, May 12, 1968 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Marco Pulli,"
November 7, 1945, Parma, PR
   ", Centre,"Portugal v Italy at Lisbon, May 12, 1968 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '1'}"
Ettore Abbiati,"
June 27, 1946, Calvisano, BS
   ", Prop,"Italy v West Germany at Venice, Nov 3, 1968 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '7', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '6', 'Draw': '1'}"
Claudio della Valle,"
March 17, 1945, Ponzano Veneto, TV
   ", Centre,"Italy v West Germany at Venice, Nov 3, 1968 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '4', 'Lost': '2', 'Draw': '0'}"
Fernando Pignotti,"
July 29, 1948, Roma, RM
   ", Centre,"Italy v West Germany at Venice, Nov 3, 1968 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '0', 'Draw': '0'}"
Ermanno Sgorbati,"
March 9, 1942, Bologna
   ", Flanker,"Italy v West Germany at Venice, Nov 3, 1968 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Adolfo Gerardo,"
March 9, 1943, Montefusco, AV
   ", Hooker,"Italy v Serbia and Montenegro at San Dona, Dec 29, 1968 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '2', 'Draw': '0'}"
Andrea Miele,"
August 29, 1945, Cervinara, AV
   ", Prop,"Italy v Serbia and Montenegro at San Dona, Dec 29, 1968 ","{'Mat': '5', 'Start': '4', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '1'}"
Franco Valier,"
February 18, 1942, Lido di Venezia, VE
   ", Flanker,"Italy v Serbia and Montenegro at San Dona, Dec 29, 1968 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '4', 'Draw': '1'}"
Maurizio Finocchi,"
June 5, 1947, Roma, RM
   ", Centre,"Italy v Serbia and Montenegro at San Dona, Dec 29, 1968 ","{'Mat': '8', 'Start': '6', 'Sub': '2', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '4', 'Draw': '0'}"
Walter Rista,"
November 12, 1944, Vezza d'Alba, CN
   ", Wing,"Italy v Serbia and Montenegro at San Dona, Dec 29, 1968 ","{'Mat': '5', 'Start': '4', 'Sub': '1', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '1', 'Draw': '0'}"
Lucio Boccaletto,"
June 10, 1944, Casier, TV
   ", Flanker,"Bulgaria v Italy at Sofia, Mar 2, 1969 ","{'Mat': '13', 'Start': '11', 'Sub': '2', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '6', 'Draw': '2'}"
Raffaele D'Orazio,"
January 11, 1942, Napoli, NA
   ", Hooker,"Bulgaria v Italy at Sofia, Mar 2, 1969 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Pierluigi Pacifici,"
June 29, 1947, L'Aquila, AQ
   ", Wing,"Bulgaria v Italy at Sofia, Mar 2, 1969 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '19', 'Tries': '2', 'Conv': '2', 'Pens': '0', 'Drop': '3', 'GfM': '0', 'Won': '5', 'Lost': '4', 'Draw': '0'}"
Luigi Bettella,"
September 4, 1942, Padova, PD
   ", Lock,"Italy v Spain at L'Aquila, May 4, 1969 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Italo Vittorini,"
January 2, 1943, L'Aquila, AQ
   ","
","Italy v Spain at L'Aquila, May 4, 1969 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Alessandro Brunelli,"
February 11, 1944, Bologna, BO
   ", Hooker,"Belgium v Italy at Brussels, May 10, 1969 ","{'Mat': '3', 'Start': '2', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Elio Michelon,"
August 12, 1943, Padova, PD
   ", Wing,"Belgium v Italy at Brussels, May 10, 1969 ","{'Mat': '7', 'Start': '6', 'Sub': '1', 'Pts': '34', 'Tries': '5', 'Conv': '2', 'Pens': '5', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '3', 'Draw': '0'}"
Giancarlo Delli Ficorilli,"
February 16, 1942, Senigallia, AN
   ", Hooker,"Italy v France XV at Catania, Nov 9, 1969 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Rocco Caligiuri,"
January 18, 1950, Oppido Mamertino, RC
   ", Fullback,"Italy v France XV at Catania, Nov 9, 1969 ","{'Mat': '26', 'Start': '24', 'Sub': '2', 'Pts': '31', 'Tries': '2', 'Conv': '4', 'Pens': '2', 'Drop': '3', 'GfM': '0', 'Won': '10', 'Lost': '16', 'Draw': '0'}"
Gianmatteo Cecchin,"
June 7, 1945, Marostica, VI
   ", Fly-half,"Czechia v Italy at Prague, Apr 26, 1970 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '1'}"
Lelio Lazzarini,"
November 2, 1949, Padova, PD
   ", Fullback,"Czechia v Italy at Prague, Apr 26, 1970 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '70', 'Tries': '0', 'Conv': '11', 'Pens': '14', 'Drop': '2', 'GfM': '0', 'Won': '6', 'Lost': '15', 'Draw': '3'}"
Guido Porzio,"
date unknown
   ", Lock,"Czechia v Italy at Prague, Apr 26, 1970 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '0', 'Draw': '0'}"
Corrado Possamai,"
May 21, 1943, Treviso, TV
   ", Prop,"Czechia v Italy at Prague, Apr 26, 1970 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '0', 'Draw': '0'}"
Luigi Bernabo,"
June 28, 1948, La Spezia, SP
   ", Lock,"Madagascar v Italy at Antananarive, May 24, 1970 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '1'}"
Angelo Sagramora,"
January 13, 1946, Venezia, VE
   ", Scrum-half,"Madagascar v Italy at Antananarive, May 24, 1970 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Aldo Caluzzi,"
April 22, 1946, Genova, GE
   ", Wing,"Italy v Romania at Rovigo, Oct 25, 1970 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '6', 'Tries': '0', 'Conv': '0', 'Pens': '1', 'Drop': '1', 'GfM': '0', 'Won': '3', 'Lost': '6', 'Draw': '2'}"
Pietro Monfeli,"
June 14, 1948, Fabrica, VT
   ", Hooker,"Italy v Romania at Rovigo, Oct 25, 1970 ","{'Mat': '13', 'Start': '13', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '8', 'Draw': '2'}"
Isidoro Quaglio,"
July 11, 1942, Rovigo, RO
   ", Lock,"Italy v Romania at Rovigo, Oct 25, 1970 ","{'Mat': '15', 'Start': '15', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '10', 'Draw': '1'}"
Angelo Visentin,"
May 22, 1949, Rovigo, RO
   ", Scrum-half,"Italy v Romania at Rovigo, Oct 25, 1970 ","{'Mat': '23', 'Start': '20', 'Sub': '3', 'Pts': '18', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '2', 'GfM': '0', 'Won': '8', 'Lost': '12', 'Draw': '3'}"
Umberto Cossara,"
April 19, 1948, Trieste, TS
   ", Flanker,"Italy v Morocco at Naples, Feb 21, 1971 ","{'Mat': '24', 'Start': '23', 'Sub': '1', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '7', 'Lost': '13', 'Draw': '4'}"
Franco di Maura,"
July 16, 1947, Catania, CT
   ", Lock,"Italy v Morocco at Naples, Feb 21, 1971 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Francesco Dotto,"
May 21, 1943, Treviso, TV
   ", Wing,"Italy v Morocco at Naples, Feb 21, 1971 ","{'Mat': '5', 'Start': '4', 'Sub': '1', 'Pts': '11', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '2'}"
Loris Salsi,"
May 29, 1950, Montecchio Emilia, RE
   ", Flanker,"Italy v Morocco at Naples, Feb 21, 1971 ","{'Mat': '28', 'Start': '28', 'Sub': '0', 'Pts': '4', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '14', 'Draw': '4'}"
Giuseppe Puglisi,"
October 7, 1948, Catania, CT
   ", No. 8,"France XV v Italy at Nice, Feb 28, 1971 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '1'}"
Romano Baraldi,"
January 6, 1947, Sermide, MN
   ", Wing,"Romania v Italy at Bucharest, Apr 11, 1971 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Savino Colombini,"
December 19, 1944, Montefranco, TR
   ", Prop,"Romania v Italy at Bucharest, Apr 11, 1971 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Ettore Piras,"
September 24, 1948, Venezia, VE
   ","
","Romania v Italy at Bucharest, Apr 11, 1971 ","{'Mat': '1', 'Start': '0', 'Sub': '1', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
