name,born,position,debut,stats
John Arthur,"
April 25, 1848, Glasgow
   ", Halfback,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
William Brown,"
May 29, 1852, Glasgow
   ", Fullback,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '2'}"
Angus Buchanan,"
January 15, 1847, Inverary
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Tom Chalmers,"
March 19, 1850, Glasgow
   ", Fullback,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '2'}"
Alfred Clunies-Ross,"
circa 1851, Cocos Islands
   ", Fullback,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Andrew Colville,"
December 17, 1846, Edinburgh
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
William Cross,"
September 10, 1850, Glasgow
   ", Halfback,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '1', 'Tries': '1', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Daniel Drew,"
circa 1850, Dunoon
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Jim Finlay,"
April 8, 1852, Edinburgh
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '1'}"
William Forsyth,"
March 23, 1850, Logie-Easter, Ross
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Robert Irvine,"
April 19, 1853, Blair Atholl
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '13', 'Start': '13', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '4', 'Draw': '4'}"
William Lyall,"
January 27, 1848, St Cuthbert's
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
John MacFarlane,"
June 19, 1851, Montego Bay
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '1'}"
Thomas Marshall,"
June 26, 1849, Chatton Park, NHumb
   ", Three-quarters,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '1'}"
James Mein,"
July 1, 1852, Jedburgh
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '2'}"
Francis Moncreiff,"
August 27, 1849, Midlothian
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '1'}"
Robert Munro,"
circa 1839, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
George Ritchie,"
April 16, 1848, Edinburgh
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Alexander Robertson,"
October 1, 1848, Ayr
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
John Thomson,"
August 9, 1845, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 27, 1871 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
John Anderson,"
May 9, 1849, Edinburgh
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Leslie Balfour-Melville,"
March 9, 1854, Bonnington, Edinburgh
   ", Fullback,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Edward Bannerman,"
January 14, 1850, Aberdeenshire
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
Charles Cathcart,"
March 16, 1853, Edinburgh
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '1', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '1'}"
James McClure,"
July 8, 1851, Barony, Glasgow
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Reginald Maitland,"
March 6, 1851, Southsea, Hants
   ", Three-quarters,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
William Marshall,"
June 22, 1852, ?
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Frederick Maxwell,"
January 10, 1849, Devonport
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Henry Renny-Tailyour,"
October 9, 1849, Mussorrie
   ", Forward,"England v Scotland at The Oval, Feb 5, 1872 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Henry Allan,"
April 2, 1850, Glasgow
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Peter Anton,"
June 25, 1850, Errol
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Charles Bryce,"
April 16, 1848, Glasgow
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
John Davidson,"
September 3, 1851, Banchory
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
William Grant,"
July 20, 1853, Bengal
   ", Halfback,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
George McClure,"
July 8, 1851, Barony, Glasgow
   ", Three-quarters,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Alexander Petrie,"
February 14, 1853, Birkenhead
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '3', 'Draw': '4'}"
James Sanderson,"
January 29, 1852, Madras
   ", Fullback,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Tom Whittington,"
August 19, 1848, Tonna, Neath
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Robert Wilson,"
February 4, 1854, ?
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
Alexander Wood,"
April 30, 1848, Fetteresso, Kincardin
   ", Forward,"Scotland v England at Glasgow, Mar 3, 1873 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '2'}"
Hugh Hamilton,"
June 26, 1854, New South Wales
   ", Three-quarters,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
Gilbert Heron,"
September 6, 1854, ?
   ", Forward,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
William Kidston,"
April 29, 1852, Glasgow
   ", Three-quarters,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Tom Neilson,"
October 22, 1851, ?
   ", Forward,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
James Reid,"
February 24, 1851, ?
   ", Forward,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '1'}"
Alexander Stewart,"
August 30, 1852, Bombay
   ", Halfback,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
John Tod,"
September 11, 1852, Glasgow
   ", Forward,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
Arthur Young,"
October 31, 1855
   ", Forward,"England v Scotland at The Oval, Feb 23, 1874 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Allan Arthur,"
April 3, 1857, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
Malcolm Cross,"
June 15, 1856, Glasgow
   ", Three-quarters,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Goals': '9', 'Tries': '0', 'Conv': '7', 'Pens': '0', 'Drop': '2', 'GfM': '0', 'Won': '4', 'Lost': '2', 'Draw': '3'}"
James Dunlop,"
October 16, 1854, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Alec Finlay,"
April 21, 1854, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Ninian Finlay,"
January 31, 1858, Edinburgh
   ", Three-quarters,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Goals': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '3', 'GfM': '0', 'Won': '2', 'Lost': '3', 'Draw': '4'}"
George Fleming,"
August 5, 1850, Cathcart, Renfrew
   ", Forward,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '1'}"
John Gordon,"
November 9, 1849, Clerkenwell
   ", Halfback,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '1'}"
Arthur Marshall,"
April 27, 1855, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
Duncan Robertson,"
June 30, 1851, ?
   ", Forward,"Scotland v England at Edinburgh, Mar 8, 1875 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
William Bolton,"
March 15, 1851, Stirling
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Nat Brewis,"
April 16, 1856, Eshott Hall, Nthb
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '2'}"
James Carrick,"
September 4, 1855, Blythswood, Glasgow
   ", Fullback,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Gussie Graham,"
April 16, 1856, Middlebie
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '3', 'Draw': '3'}"
John Junor,"
November 4, 1855, Milton, Glasgow
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '2'}"
David Lang,"
August 16, 1852, Paisley
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
George Paterson,"
March 5, 1855, Bangalore
   ", Halfback,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Charles Villar,"
(guess: regd Q1), Cheltenham
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
David Watson,"
January 7, 1854, Glasgow
   ", Forward,"England v Scotland at The Oval, Mar 6, 1876 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Henry Johnston,"
September 13, 1856, Kirkwall
   ", Fullback,"Ireland v Scotland at Belfast, Feb 19, 1877 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Robert Mackenzie,"
January 12, 1856, Glasgow
   ", Three-quarters,"Ireland v Scotland at Belfast, Feb 19, 1877 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Goals': '2', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '2', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '1'}"
Henry Napier,"
May 2, 1854, Glasgow
   ", Forward,"Ireland v Scotland at Belfast, Feb 19, 1877 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '0', 'Draw': '2'}"
Edward Pocock,"
December 3, 1855, Clifton
   ", Three-quarters,"Ireland v Scotland at Belfast, Feb 19, 1877 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '0', 'Draw': '0'}"
Stewart Smith,"
April 12, 1855, Blythswood, Glasgow
   ", Forward,"Ireland v Scotland at Belfast, Feb 19, 1877 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '1'}"
Thomas Torrie,"
April 13, 1857, Edinburgh
   ", Forward,"Scotland v England at Edinburgh, Mar 5, 1877 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Louis Auldjo,"
November 6, 1855, Cawnpore
   ", Forward,"England v Scotland at The Oval, Mar 4, 1878 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '1'}"
James Campbell,"
1858-60, Lake Athabasca, AB
   ", Halfback,"England v Scotland at The Oval, Mar 4, 1878 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '3'}"
Duncan Irvine,"
April 2, 1851, Perthshire
   ", Forward,"England v Scotland at The Oval, Mar 4, 1878 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '2'}"
Bill Maclagan,"
April 5, 1858, Edinburgh
   ", Three-quarters,"England v Scotland at The Oval, Mar 4, 1878 ","{'Mat': '29', 'Start': '29', 'Sub': '0', 'Pts': '3', 'Tries': '4', 'Conv': '4', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '18', 'Lost': '6', 'Draw': '5'}"
George MacLeod,"
May 6, 1858, Midlothian
   ", Forward,"England v Scotland at The Oval, Mar 4, 1878 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '1'}"
John Neilson,"
June 14, 1858, Glasgow
   ", Halfback,"England v Scotland at The Oval, Mar 4, 1878 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '0', 'Draw': '2'}"
Bob Ainslie,"
January 30, 1858, Lasswade
   ", Forward,"Ireland v Scotland at Belfast, Feb 17, 1879 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Goals': '0', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '1', 'Draw': '2'}"
John Brown,"
May 26, 1856, Glasgow
   ", Forward,"Ireland v Scotland at Belfast, Feb 17, 1879 ","{'Mat': '19', 'Start': '19', 'Sub': '0', 'Goals': '0', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '12', 'Lost': '4', 'Draw': '3'}"
William Masters,"
June 25, 1858, Edinburgh
   ", Halfback,"Ireland v Scotland at Belfast, Feb 17, 1879 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Goals': '0', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Errol Smith,"
circa 1860, Edinburgh
   ", Forward,"Ireland v Scotland at Belfast, Feb 17, 1879 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Goals': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
David Somerville,"
August 6, 1856, Leith
   ", Forward,"Ireland v Scotland at Belfast, Feb 17, 1879 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Goals': '0', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '1', 'Draw': '0'}"
