name,born,position,debut,stats
Laurie Gloag,"
October 30, 1925, Stokesley
   ", Centre,"France v Scotland at Colombes, Jan 15, 1949 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Doug Keller,"
June 18, 1922, Wee Waa, NSW
   ", Flanker,"Australia v New Zealand at Brisbane, Jun 14, 1947 ","{'Mat': '13', 'Start': '13', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '7', 'Draw': '0'}"
Peter Kininmonth,"
June 23, 1924, Bebington, Cheshire
   ", No. 8,"France v Scotland at Colombes, Jan 15, 1949 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '6', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '5', 'Lost': '18', 'Draw': '1'}"
Doug Smith,"
October 27, 1924, Aberdeen
   ", Wing,"France v Scotland at Colombes, Jan 15, 1949 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '5', 'Draw': '0'}"
Gullie Wilson,"
November 23, 1922, ?
   ", Lock,"France v Scotland at Colombes, Jan 15, 1949 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '1', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Alex Thomson,"
February 20, 1921, ?
   ", Lock,"Scotland v Ireland at Murrayfield, Feb 26, 1949 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
John MacPhail,"
October 14, 1923
   ", Hooker,"England v Scotland at Twickenham, Mar 19, 1949 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Steven Wright,"
February 14, 1927, Tsengchow
   ", Prop,"England v Scotland at Twickenham, Mar 19, 1949 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Grahame Budge,"
November 7, 1920, Hamiota, MB
   ", Prop,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '3', 'Draw': '0'}"
Dod Burrell,"
January 21, 1921, Galashiels
   ", Fullback,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
Arthur Dorward,"
March 3, 1925, Galashiels
   ", Scrum-half,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '15', 'Start': '15', 'Sub': '0', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '3', 'Lost': '12', 'Draw': '0'}"
Bob Gemmill,"
February 20, 1930, Glasgow
   ", Lock,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '4', 'Draw': '0'}"
Ranald Macdonald,"
January 18, 1928, Consett
   ", Centre,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '2', 'Draw': '1'}"
Douglas Muir,"
March 17, 1925, Edinburgh
   ", Lock,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '5', 'Draw': '0'}"
Donald Sloan,"
May 11, 1926, Balerno, Edinburgh
   ", Centre,"Scotland v France at Murrayfield, Jan 14, 1950 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '4', 'Draw': '0'}"
Donald Scott,"
April 15, 1928, Langholm
   ", Centre,"Ireland v Scotland at Lansdowne Road, Feb 25, 1950 ","{'Mat': '10', 'Start': '10', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '8', 'Draw': '0'}"
Tommy Gray,"
January 20, 1917, ?
   ", Fullback,"Scotland v England at Murrayfield, Mar 18, 1950 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '10', 'Tries': '0', 'Conv': '2', 'Pens': '2', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Hamish Scott,"
February 17, 1924, Edinburgh
   ", Flanker,"Scotland v England at Murrayfield, Mar 18, 1950 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Allan Cameron,"
March 4, 1924, Glasgow
   ", Centre,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Ian Coutts,"
April 27, 1928, Herne Hill
   ", Centre,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Jack Hegarty,"
April 13, 1925, Hawick
   ", Lock,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Hamish Inglis,"
August 3, 1931, Calcutta
   ", Lock,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '2', 'Tries': '0', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '6', 'Draw': '0'}"
Norman Mair,"
October 7, 1928, Edinburgh
   ", Hooker,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
David Rose,"
February 20, 1931, Jedburgh
   ", Wing,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '6', 'Draw': '0'}"
Iain Ross,"
December 15, 1928, ?
   ", Scrum-half,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
Oliver Turnbull,"
June 3, 1919, Eildon, Melrose
   ", Centre,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Bob Wilson,"
July 1, 1926, Galashiels
   ", Prop,"France v Scotland at Colombes, Jan 13, 1951 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '7', 'Draw': '0'}"
Bob Gordon,"
July 25, 1930, ?
   ", Wing,"Scotland v Wales at Murrayfield, Feb 3, 1951 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '5', 'Draw': '0'}"
Bob Taylor,"
August 31, 1924, ?
   ", Flanker,"Scotland v Wales at Murrayfield, Feb 3, 1951 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
Ian Thomson,"
April 13, 1930, Edinburgh
   ", Fullback,"Scotland v Wales at Murrayfield, Feb 3, 1951 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '27', 'Tries': '0', 'Conv': '6', 'Pens': '5', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '6', 'Draw': '0'}"
Ken Dalgleish,"
June 7, 1931, Myanmar, Burma
   ", Wing,"Scotland v Ireland at Murrayfield, Feb 24, 1951 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
John Hart,"
April 7, 1928, Balfron, Stirling
   ", Wing,"Scotland v South Africa at Murrayfield, Nov 24, 1951 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Jimmie Johnston,"
September 17, 1925, St Boswells
   ", Lock,"Scotland v South Africa at Murrayfield, Nov 24, 1951 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Les Allan,"
March 4, 1927, Melrose
   ", Centre,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Ian Cordial,"
November 14, 1926, ?
   ", Centre,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Norman Davidson,"
January 28, 1931, Hawick
   ", Fly-half,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '7', 'Draw': '0'}"
John Fox,"
August 30, 1921
   ", Prop,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Kelso Fulton,"
April 10, 1929, Edinburgh
   ", Scrum-half,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Jim Greenwood,"
December 2, 1928, Dunfermline
   ", No. 8,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '24', 'Start': '24', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '10', 'Lost': '13', 'Draw': '1'}"
Norman Munnoch,"
January 4, 1929, Polmont, nr Falkirk
   ", Hooker,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Mike Walker,"
March 11, 1930, London
   ", Lock,"Scotland v France at Murrayfield, Jan 12, 1952 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Neil Cameron,"
September 2, 1925, Carlisle
   ", Fullback,"Scotland v England at Murrayfield, Mar 15, 1952 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '2', 'Tries': '0', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Percy Friebe,"
May 9, 1931, ?
   ", No. 8,"Scotland v England at Murrayfield, Mar 15, 1952 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
David Gilbert-Smith,"
December 3, 1931, Poona
   ", Flanker,"Scotland v England at Murrayfield, Mar 15, 1952 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Jim Inglis,"
March 20, 1928, Selkirk
   ", Prop,"Scotland v England at Murrayfield, Mar 15, 1952 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
TG Weatherstone,"
June 27, 1931, Edinburgh
   ", Wing,"Scotland v England at Murrayfield, Mar 15, 1952 ","{'Mat': '16', 'Start': '16', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '12', 'Draw': '2'}"
Chick Henderson,"
February 9, 1930, Johannesburg
   "," Lock, Flanker","France v Scotland at Colombes, Jan 10, 1953 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '9', 'Draw': '0'}"
Jock King,"
April 10, 1925, ?
   ", Hooker,"France v Scotland at Colombes, Jan 10, 1953 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Donald Macdonald,"
June 1, 1931, Banff
   ", No. 8,"France v Scotland at Colombes, Jan 10, 1953 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '1'}"
Keith McMillan,"
February 13, 1927
   ", Flanker,"France v Scotland at Colombes, Jan 10, 1953 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Bruce Thomson,"
November 19, 1930, Assam
   ", Prop,"France v Scotland at Colombes, Jan 10, 1953 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Alec Valentine,"
February 5, 1928, Hawick
   ", Flanker,"France v Scotland at Colombes, Jan 10, 1953 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Donald Cameron,"
December 25, 1927, Glasgow
   ", Centre,"Scotland v Ireland at Murrayfield, Feb 28, 1953 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Edwin Henriksen,"
May 14, 1929, ?
   ", No. 8,"Scotland v Ireland at Murrayfield, Feb 28, 1953 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Gurth Hoyer-Millar,"
December 13, 1929, Chelsea, London
   ", Hooker,"Scotland v Ireland at Murrayfield, Feb 28, 1953 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Ken Spence,"
November 21, 1929, ?
   ", Scrum-half,"Scotland v Ireland at Murrayfield, Feb 28, 1953 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
John Wilson,"
March 3, 1930, Boghall, Midlothian
   ", Prop,"Scotland v Ireland at Murrayfield, Feb 28, 1953 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
William Cowie,"
June 1, 1926, Glasgow
   ", No. 8,"England v Scotland at Twickenham, Mar 21, 1953 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Walter Kerr,"
September 14, 1930, Purley
   ", Flanker,"England v Scotland at Twickenham, Mar 21, 1953 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Ian Swan,"
July 14, 1930, St Albans, Herts
   ", Wing,"England v Scotland at Twickenham, Mar 21, 1953 ","{'Mat': '17', 'Start': '17', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '11', 'Draw': '0'}"
Ewen Fergusson,"
October 28, 1932
   ", Lock,"Scotland v France at Murrayfield, Jan 9, 1954 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Bob MacEwen,"
February 25, 1928, Oxford
   ", Hooker,"Scotland v France at Murrayfield, Jan 9, 1954 ","{'Mat': '13', 'Start': '13', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '3', 'Lost': '10', 'Draw': '0'}"
Hugh McLeod,"
June 8, 1932, Hawick
   ", Prop,"Scotland v France at Murrayfield, Jan 9, 1954 ","{'Mat': '46', 'Start': '46', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '16', 'Lost': '27', 'Draw': '3'}"
John Marshall,"
January 30, 1929, Dore, Sheffield
   ", Fullback,"Scotland v France at Murrayfield, Jan 9, 1954 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Ernie Michie,"
November 7, 1933, Aberdeen
   ", Lock,"Scotland v France at Murrayfield, Jan 9, 1954 ","{'Mat': '15', 'Start': '15', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '5', 'Lost': '10', 'Draw': '0'}"
Adam Robson,"
August 16, 1928, Hawick
   ", Flanker,"Scotland v France at Murrayfield, Jan 9, 1954 ","{'Mat': '22', 'Start': '22', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '7', 'Lost': '13', 'Draw': '2'}"
Kim Elgie,"
March 6, 1933, Berea, Durban
   ", Centre,"Scotland v New Zealand at Murrayfield, Feb 13, 1954 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '14', 'Tries': '1', 'Conv': '1', 'Pens': '3', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '6', 'Draw': '0'}"
Pat MacLachlan,"
March 16, 1928, Salisbury, South Rhodesia
   ", Scrum-half,"Scotland v New Zealand at Murrayfield, Feb 13, 1954 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Graham Ross,"
July 5, 1928, Edinburgh
   ", Fly-half,"Scotland v New Zealand at Murrayfield, Feb 13, 1954 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Hamish Kemp,"
February 13, 1933, Glasgow
   ", Lock,"Wales v Scotland at Swansea, Apr 10, 1954 ","{'Mat': '27', 'Start': '27', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '9', 'Lost': '16', 'Draw': '2'}"
Jimmy Docherty,"
June 5, 1931, Glasgow
   ", Centre,"France v Scotland at Colombes, Jan 8, 1955 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '3', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '3', 'Lost': '4', 'Draw': '1'}"
Hugh Duffy,"
April 1, 1934, Shotts
   ", Flanker,"France v Scotland at Colombes, Jan 8, 1955 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Micky Grant,"
November 8, 1927, Norwich
   ", Fly-half,"France v Scotland at Colombes, Jan 8, 1955 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Ian Hastie,"
September 7, 1929, Kelso
   ", Prop,"France v Scotland at Colombes, Jan 8, 1955 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '3', 'Draw': '1'}"
William Relph,"
November 28, 1928, ?
   ", Hooker,"France v Scotland at Colombes, Jan 8, 1955 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '2', 'Draw': '0'}"
Robin Charters,"
October 29, 1930, Hawick
   ", Centre,"Scotland v Wales at Murrayfield, Feb 5, 1955 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Tom Elliot,"
April 6, 1926, nr Gala
   ", Prop,"Scotland v Wales at Murrayfield, Feb 5, 1955 ","{'Mat': '14', 'Start': '14', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '6', 'Lost': '8', 'Draw': '0'}"
William Glen,"
March 13, 1932, ?
   ", Flanker,"Scotland v Wales at Murrayfield, Feb 5, 1955 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
James Nichol,"
February 12, 1932, Edinburgh
   ", Scrum-half,"Scotland v Wales at Murrayfield, Feb 5, 1955 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '2', 'Lost': '1', 'Draw': '0'}"
Arthur Smith,"
January 23, 1933, Castle Douglas
   ", Wing,"Scotland v Wales at Murrayfield, Feb 5, 1955 ","{'Mat': '36', 'Start': '36', 'Sub': '0', 'Pts': '58', 'Tries': '12', 'Conv': '2', 'Pens': '6', 'Drop': '0', 'GfM': '0', 'Won': '13', 'Lost': '20', 'Draw': '3'}"
Robin Chisholm,"
October 16, 1929, St Boswells
   ", Fullback,"Scotland v Ireland at Murrayfield, Feb 26, 1955 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '5', 'Tries': '0', 'Conv': '1', 'Pens': '1', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '7', 'Draw': '0'}"
Ian MacGregor,"
August 9, 1931, Glasgow
   ", Flanker,"Scotland v Ireland at Murrayfield, Feb 26, 1955 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '4', 'Lost': '5', 'Draw': '0'}"
Nim Campbell,"
September 23, 1929, Tylorstown, Rhondda
   ", Scrum-half,"Scotland v France at Murrayfield, Jan 14, 1956 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
