name,born,position,debut,stats
Henri Amand,"
September 17, 1873, Paris
   ", Fly-half,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Albert Branlat,"
November 15, 1879, Saint-Vivien-de-Medo
   "," Prop, Lock","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '2', 'Tries': '0', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Noel Cessieux,"
December 22, 1879, Andance
   ", No. 8,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Marcel Communeau,"
September 11, 1885, Beauvais
   "," Wing, Lock, No. 8","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '21', 'Start': '21', 'Sub': '0', 'Pts': '9', 'Tries': '3', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '20', 'Draw': '0'}"
William Crichton,"
December 1881, Cockermouth
   ", Fullback,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Paul Dedeyn,"
December 11, 1880, Moulineaux
   ", Hooker,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Jacques Dufourcq,"
August 19, 1881, Salies-de-Bearn
   "," Lock, Flanker","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Georges Jerome,"
circa 1883, Cayenne
   ", Lock,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Henri Lacassagne,"
December 27, 1883, Viella
   ", Scrum-half,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Gaston Lane,"
January 31, 1883, Paris
   "," Wing, Centre","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '16', 'Start': '16', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '15', 'Draw': '0'}"
Henri Levee,"
March 17, 1885, Paris
   ", Centre,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Allan Muhr,"
January 23, 1882, Philadelphia, PA, United States
   "," Prop, Lock","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Augustin Pujol,"
May 10, 1883, Toulouse
   ", Wing,"France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '2', 'Tries': '0', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Paul Sagot,"
January 15, 1885, Dijon
   "," Wing, Centre","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '5', 'Tries': '1', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Andre Verges,"
date unknown, ?
   "," Prop, Lock","France v New Zealand at Parc des Princes, Jan 1, 1906 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Pierre Gaudermen,"
October 20, 1882, Paris
   ", No. 8,"France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Albert Hubert,"
December 6, 1884, Noisy-le-Sec
   ", Fly-half,"France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '7', 'Draw': '0'}"
Emile Lesieur,"
September 16, 1885, Paris
   "," Wing, Centre","France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '12', 'Start': '12', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '12', 'Draw': '0'}"
Ernest Lewis,"
July 28, 1876, Cardiff
   ", Centre,"France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Paul Maclos,"
August 19, 1883, Amazy
   "," Wing, Centre, Flanker","France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '7', 'Tries': '0', 'Conv': '2', 'Pens': '1', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
G. Maurin,"
date unknown, ?
   ", Flanker,"France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Theodore Varvier,"
April 29, 1884, Lyon
   "," Fullback, Centre, Fly-half","France v England at Parc des Princes, Mar 22, 1906 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Charles Beaurin-Gressier,"
October 25, 1879, Paris
   "," Prop, No. 8","England v France at Richmond, Jan 5, 1907 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Marc Giacardy,"
February 15, 1881, Bordeaux
   "," Fly-half, Flanker, Halfback","England v France at Richmond, Jan 5, 1907 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Henri Isaac,"
May 7, 1883, Basse-Terre
   ", Fullback,"England v France at Richmond, Jan 5, 1907 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Henri Martin,"
August 29, 1888, Cayenne
   "," Fullback, Centre","England v France at Richmond, Jan 5, 1907 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Paul Mauriat,"
May 27, 1887, Neuville-sur-Saone
   "," Prop, Hooker, Lock","England v France at Richmond, Jan 5, 1907 ","{'Mat': '19', 'Start': '19', 'Sub': '0', 'Pts': '5', 'Tries': '1', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '18', 'Draw': '0'}"
A. Poirier,"
date unknown, ?
   ", Hooker,"England v France at Richmond, Jan 5, 1907 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Charles Vareilles,"
July 25, 1885, Poulo Condor, French Ind
   ", Wing,"England v France at Richmond, Jan 5, 1907 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '4', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '1', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Georges Borchard,"
December 25, 1885, Bordeaux
   "," Hooker, Lock, Flanker","France v England at Colombes, Jan 1, 1908 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Rene Duval,"
September 7, 1886, Paris
   "," Fly-half, Flanker","France v England at Colombes, Jan 1, 1908 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Pierre Guillemin,"
June 14, 1886, Fallowfield, Lancs
   "," Prop, Lock","France v England at Colombes, Jan 1, 1908 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '10', 'Draw': '0'}"
Alfred Mayssonnie,"
February 10, 1884, Lavernose
   "," Fly-half, Scrum-half","France v England at Colombes, Jan 1, 1908 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Henri Moure,"
December 9, 1882, Bordeaux
   ", Flanker,"France v England at Colombes, Jan 1, 1908 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Rene von Malmann,"
November 2, 1885, Paris
   "," Prop, Lock","France v England at Colombes, Jan 1, 1908 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '7', 'Draw': '0'}"
Maurice Leuvielle,"
June 28, 1881, Saint-Loubes
   "," Centre, Lock, No. 8","Wales v France at Cardiff, Mar 2, 1908 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '7', 'Draw': '0'}"
Alphonse Masse,"
May 23, 1883, Saint-Christophe-de-
   "," Lock, Flanker","Wales v France at Cardiff, Mar 2, 1908 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '7', 'Draw': '0'}"
Jean Caujolle,"
July 31, 1888, Saint-Girons
   ", Fullback,"England v France at Leicester, Jan 30, 1909 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Georges Fourcade,"
April 26, 1885, Saint-Pierre-sur-Dro
   ", Hooker,"England v France at Leicester, Jan 30, 1909 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Henri Houblain,"
circa 1883, ?
   ", Centre,"England v France at Leicester, Jan 30, 1909 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Jules Icard,"
date unknown, ?
   ", Lock,"England v France at Leicester, Jan 30, 1909 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Andre Theuriet,"
March 29, 1887, Lyon
   ", Scrum-half,"England v France at Leicester, Jan 30, 1909 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Etienne de Jouvencel,"
February 28, 1889, Paris
   ", Fullback,"France v Wales at Colombes, Feb 23, 1909 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Paul Dupre,"
June 29, 1888, Gagny
   ", Flanker,"France v Wales at Colombes, Feb 23, 1909 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Marcel Burgun,"
January 30, 1890, Saint Petersburg
   "," Wing, Centre, Fly-half","Ireland v France at Lansdowne Road, Mar 20, 1909 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '10', 'Draw': '0'}"
Jacques Gommes,"
July 6, 1881, Bordeaux
   "," Scrum-half, Flanker","Ireland v France at Lansdowne Road, Mar 20, 1909 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Augustin Hourdebaigt,"
September 12, 1884, Bordeaux
   ", Lock,"Ireland v France at Lansdowne Road, Mar 20, 1909 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Marcel Legrain,"
June 14, 1890, Paris
   "," Centre, Flanker, No. 8","Ireland v France at Lansdowne Road, Mar 20, 1909 ","{'Mat': '12', 'Start': '12', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '11', 'Draw': '0'}"
Claude Martin,"
June 16, 1888, Lyon
   ", Fly-half,"Ireland v France at Lansdowne Road, Mar 20, 1909 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Francis Mouronval,"
June 4, 1881, Avesnes-sur-Helpe
   "," Centre, Flanker","Ireland v France at Lansdowne Road, Mar 20, 1909 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Joe Anduran,"
April 24, 1882, Bayonne
   ", Hooker,"Wales v France at Swansea, Jan 1, 1910 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Rene Boudreaux,"
November 27, 1880, Paris
   ", Prop,"Wales v France at Swansea, Jan 1, 1910 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Maurice Bruneau,"
December 1, 1883, Bordeaux
   "," Wing, Centre, Fly-half","Wales v France at Swansea, Jan 1, 1910 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '4', 'Draw': '0'}"
Remi Laffitte,"
October 1, 1886, Osserain
   "," Centre, Flanker","Wales v France at Swansea, Jan 1, 1910 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
R. Menrath,"
date unknown, ?
   ", Fullback,"Wales v France at Swansea, Jan 1, 1910 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '8', 'Tries': '0', 'Conv': '1', 'Pens': '2', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
M. Thevenot,"
circa 1883, ?
   "," Prop, Lock","Wales v France at Swansea, Jan 1, 1910 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Jules Cadenat,"
September 18, 1885, Beziers
   "," Prop, Lock, No. 8","Scotland v France at Inverleith, Jan 22, 1910 ","{'Mat': '7', 'Start': '7', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '7', 'Draw': '0'}"
Julien Combe,"
circa 1887, ?
   ", Fullback,"Scotland v France at Inverleith, Jan 22, 1910 ","{'Mat': '4', 'Start': '4', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '3', 'Draw': '0'}"
Jacques Dedet,"
March 4, 1887, Houailou, New Caledo
   "," Centre, Fly-half","Scotland v France at Inverleith, Jan 22, 1910 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '8', 'Draw': '0'}"
Guillaume Laterrade,"
May 19, 1889, Tarbes
   "," Scrum-half, Halfback","France v England at Parc des Princes, Mar 3, 1910 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '4', 'Draw': '0'}"
Joseph de Muizon,"
December 29, 1890, Versailles
   ", Wing,"France v Ireland at Parc des Princes, Mar 28, 1910 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Fernand Roujas,"
February 17, 1885, La Mas d'Azil
   ", Fly-half,"France v Ireland at Parc des Princes, Mar 28, 1910 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Joseph Bavozet,"
May 26, 1887, Lyon
   "," Lock, Flanker","France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Paul Decamps,"
January 14, 1884, Paris
   "," Lock, Flanker","France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '4', 'Tries': '0', 'Conv': '2', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '0', 'Draw': '0'}"
Pierre Failliot,"
February 25, 1887, Paris
   ", Wing,"France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '8', 'Start': '8', 'Sub': '0', 'Pts': '15', 'Tries': '5', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '7', 'Draw': '0'}"
Fernand Forgues,"
November 30, 1884, Pau
   "," Lock, Flanker","France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '11', 'Start': '11', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '10', 'Draw': '0'}"
Andre Francquenelle,"
August 15, 1889, Rochefort-sur-Mer
   ", Centre,"France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '2', 'Draw': '0'}"
Pierre Mouniq,"
February 9, 1887, Luz-Saint-Sauveur
   "," Prop, Lock","France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '9', 'Start': '9', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '8', 'Draw': '0'}"
Georges Peyroutou,"
July 15, 1888, Ondres
   ", Fly-half,"France v Scotland at Colombes, Jan 2, 1911 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '1', 'Lost': '1', 'Draw': '0'}"
Gilbert Charpentier,"
November 1, 1886, Pissotte
   "," Wing, Fly-half","England v France at Twickenham, Jan 28, 1911 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Francois Dutour,"
December 6, 1886, Moissat
   ", Fullback,"England v France at Twickenham, Jan 28, 1911 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '2', 'Tries': '0', 'Conv': '1', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Rene Duffour,"
August 13, 1881, Tarbes
   ", Hooker,"France v Wales at Parc des Princes, Feb 28, 1911 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
Charles du Souich,"
May 7, 1890, Tours
   ", Centre,"France v Wales at Parc des Princes, Feb 28, 1911 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Robert Monier,"
February 20, 1885, Bordeaux
   ", Prop,"Ireland v France at Cork, Mar 25, 1911 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Raymond Simonpaoli,"
November 24, 1887, Courtalain
   ", Lock,"Ireland v France at Cork, Mar 25, 1911 ","{'Mat': '3', 'Start': '3', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '3', 'Draw': '0'}"
Maurice Boyau,"
May 8, 1888, Mustapha
   ", Flanker,"France v Ireland at Parc des Princes, Jan 1, 1912 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '4', 'Tries': '0', 'Conv': '2', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Jean-Jacques Conilh de Beyssac,"
April 12, 1890, Cauderan
   "," Prop, Lock","France v Ireland at Parc des Princes, Jan 1, 1912 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Jean Domercq,"
December 20, 1886, Orthez
   ", Back-row,"France v Ireland at Parc des Princes, Jan 1, 1912 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Julien Dufau,"
February 16, 1888, Biarritz
   "," Wing, Centre","France v Ireland at Parc des Princes, Jan 1, 1912 ","{'Mat': '5', 'Start': '5', 'Sub': '0', 'Pts': '6', 'Tries': '2', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '5', 'Draw': '0'}"
Daniel Ihingoue,"
January 13, 1889, Ilharre
   ", Centre,"France v Ireland at Parc des Princes, Jan 1, 1912 ","{'Mat': '2', 'Start': '2', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '2', 'Draw': '0'}"
Leon Larribau,"
March 2, 1889, Anglet
   "," Wing, Scrum-half","France v Ireland at Parc des Princes, Jan 1, 1912 ","{'Mat': '6', 'Start': '6', 'Sub': '0', 'Pts': '3', 'Tries': '1', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '6', 'Draw': '0'}"
Edouard Vallot,"
September 15, 1884, London
   ", Hooker,"Scotland v France at Inverleith, Jan 20, 1912 ","{'Mat': '1', 'Start': '1', 'Sub': '0', 'Pts': '0', 'Tries': '0', 'Conv': '0', 'Pens': '0', 'Drop': '0', 'GfM': '0', 'Won': '0', 'Lost': '1', 'Draw': '0'}"
